date,E-Today(KWH),A0-Grid over voltage,A1-Grid under voltage,A2-Grid absent,A3-Grid over frequency,A4-Grid under frequency,A6-Grid abnormal
2026-01-02,32,2.0,2.0,2.0,2.0,2.0,0.0
2026-01-03,31,4.0,2.0,2.0,0.0,2.0,0.0
2026-01-04,22,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05,15,4.0,0.0,0.0,0.0,0.0,0.0
2026-01-06,24,4.0,0.0,0.0,0.0,0.0,0.0
2026-01-07,23,8.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,35,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-09,9,6.0,0.0,0.0,0.0,0.0,0.0
2026-01-10,31,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-11,30,2.0,0.0,0.0,0.0,0.0,0.0
2026-01-12,16,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-13,33,2.0,0.0,0.0,0.0,0.0,0.0
2026-01-14,31,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-15,21,6.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,23,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-17,21,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18,23,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-19,18,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-20,13,4.0,0.0,0.0,0.0,0.0,0.0
2026-01-21,9,2.0,0.0,0.0,0.0,0.0,0.0
2026-01-22,2,0.0,10.0,12.0,2.0,11.0,0.0
2026-01-23,31,0.0,1.0,1.0,0.0,1.0,0.0
2026-01-24,33,2.0,0.0,0.0,0.0,0.0,0.0
2026-01-25,19,4.0,0.0,0.0,0.0,0.0,0.0
2026-01-26,11,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-27,8,0.0,2.0,2.0,2.0,2.0,0.0
2026-01-28,27,4.0,2.0,2.0,2.0,2.0,0.0
2026-01-29,16,2.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,25,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-31,33,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-01,25,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-02,32,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-02,24,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,37,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,34,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-05,31,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,8,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,32,4.0,0.0,0.0,0.0,0.0,0.0
2026-02-08,32,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,19,0.0,4.0,4.0,0.0,4.0,0.0
2026-02-10,11,0.0,2.0,2.0,2.0,2.0,0.0
2026-02-11,33,5.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,40,1.0,2.0,2.0,0.0,2.0,0.0
2026-02-13,31,3.0,0.0,0.0,0.0,0.0,0.0
2026-02-14,38,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-15,19,3.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,39,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-17,23,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-18,39,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-19,39,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-20,32,3.0,0.0,0.0,0.0,0.0,0.0
2026-02-21,15,6.0,0.0,0.0,0.0,0.0,0.0
2026-02-22,19,16.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,31,6.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,17,3.0,2.0,2.0,2.0,2.0,0.0
2026-02-25,30,2.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,35,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,29,0.0,3.0,3.0,0.0,3.0,0.0
2026-02-28,44,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-01,44,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,46,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,44,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,38,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,41,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-06,36,0.0,2.0,2.0,2.0,2.0,0.0
2026-03-07,19,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-08,39,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-09,27,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-10,34,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-11,29,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-12,36,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-13,52,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-14,48,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-15,18,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-16,47,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-17,16,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-18,7,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-19,17,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-20,50,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-21,36,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-22,49,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-23,27,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-24,50,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-25,36,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-26,39,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-27,57,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-28,32,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-29,16,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30,14,0.0,2.0,2.0,0.0,2.0,0.0
2026-03-31,38,0.0,8.0,10.0,4.0,8.0,0.0
2026-04-01,39,0.0,2.0,2.0,2.0,2.0,0.0
2026-04-02,26,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-03,7,2.0,3.0,2.0,2.0,2.0,1.0
2026-04-04,35,0.0,4.0,0.0,0.0,0.0,0.0
2026-04-05,48,0.0,2.0,3.0,0.0,2.0,0.0
